9.961946980917455452e-01 8.715574274765817975e-02
9.659258262890684232e-01 2.588190451025207950e-01
9.063077870366500477e-01 4.226182617406994413e-01
8.191520442889917986e-01 5.735764363510460484e-01
7.071067811865475727e-01 7.071067811865474617e-01
5.735764363510461594e-01 8.191520442889917986e-01
4.226182617406994413e-01 9.063077870366499367e-01
2.588190451025207395e-01 9.659258262890682012e-01
8.715574274765812424e-02 9.961946980917454342e-01
